Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
"01/12/22 01/11/22 SOLD SHORT,CALL 100 VALE S A ADR ISIN#US91912E1055 EXP,-100.0000,0.6600,,""6,295.82"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"01/13/22 01/12/22 PURCHASED,PUT 100 PETROLEO BRASILEIRO SA PETROBRAS,160.0000,0.2900,,""-5,125.42"",USD"
99QAXIBMT,SPONSORED ADR EXP 02-18-22@11.000 OPTION,,,,,
,ROOT= PBR OPENING TRANSACTION UNSOLICITED,,,,,
,ORDER,,,,,
01/18/22 YOUR OPTION EXPIRED,TSLA 01142022 P 965 CREDIT ACCOUNT,-2.0000,,,0.00,USD
99QAXT9GR,,,,,,
"01/19/22 01/14/22 SOLD,TESLA INC COM UNSOLICITED ORDER AVERAGE UNIT,-50.0000,""1,005.9420"",,""50,194.84"",USD"
TSLA,PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
01/19/22 WIRED FUNDS FEE,WIRED FUNDS FEE ACCT T14-002611 RR: 118,,,,-50.00,USD
USD999997,,,,,,
"01/19/22 FEDERAL FUNDS SENT,""BANK OF AMERICA, N.A"",,,,""-10,000.00"",USD"
USD999997,,,,,,
"01/20/22 01/18/22 SOLD,DIREXION SHS ETF TR DAILY BRAZIL BULL 2X SHS,-141.0000,70.4000,,""9,824.35"",USD"
BRZU,NEW UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"01/20/22 01/18/22 SOLD,TESLA INC COM UNSOLICITED ORDER AVERAGE UNIT,-24.0000,""1,023.9333"",,""24,472.27"",USD"
TSLA,PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
01/20/22 01/19/22 SHORT SALE INTEREST BORROW,SHORT INT DEBITS FOR INTEREST PERIOD ENDING,,,,-0.93,USD
CHARGE,01-19-22,,,,,
USD999997,,,,,,
"01/21/22 01/20/22 PURCHASED,PUT 100 INVESCO QQQ TR UNIT SER 1 EXP 02-04-22,60.0000,0.7500,,""-4,683.28"",USD"
99QAXWYA5,@325 OPENING TRANSACTION UNSOLICITED ORDER,,,,,
,EXCHANGE LISTED OPTION AVERAGE UNIT PRICE,,,,,
"01/24/22 01/20/22 PURCHASED,INVESCO QQQ TR UNIT SER 1 UNSOLICITED ORDER,139.0000,368.0290,,""-51,258.03"",USD"
QQQ,AVERAGE UNIT PRICE TRANSACTION YOUR BROKER,,,,,
,ACTED AS AGENT,,,,,
"01/24/22 01/20/22 PURCHASED,NETFLIX INC COM UNSOLICITED ORDER AVERAGE,55.0000,457.0727,,""-25,241.00"",USD"
NFLX,UNIT PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
"01/24/22 01/20/22 SOLD,TESLA INC COM UNSOLICITED ORDER AVERAGE UNIT,-24.0000,""1,014.1517"",,""24,237.52"",USD"
TSLA,PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
"01/24/22 01/21/22 SOLD,PUT 100 INVESCO QQQ TR UNIT SER 1 EXP 02-04-22,-60.0000,2.0453,,""12,088.65"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"01/25/22 01/21/22 PURCHASED,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,""1,310.0000"",19.0900,,""-25,109.90"",USD"
QID,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
01/25/22 01/24/22 PURCHASED,CALL 100 ADVANCED MICRO DEVICES INC COM EXP,10.0000,0.2400,,-342.21,USD
99QAXXGHL,02-11-22@165.000 OPTION ROOT= AMD CLOSING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"01/25/22 01/24/22 SOLD SHORT,CALL 100 TESLA INC EXP 02-11-22 @1060 OPENING,-4.0000,18.6500,,""7,357.87"",USD"
99QAXX0N2,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
01/25/22 01/24/22 PURCHASED,CALL 100 TESLA INC EXP 02-11-22 @1390 CLOSING,4.0000,1.7000,,-782.09,USD
99QAXYF4S,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"01/25/22 01/24/22 SOLD SHORT,CALL 100 ADVANCED MICRO DEVICES INC COM EXP,-10.0000,1.8500,,""1,747.78"",USD"
99QAXYXGJ,02-11-22@134.000 OPTION ROOT= AMD OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"01/26/22 01/24/22 SOLD,TESLA INC COM UNSOLICITED ORDER AVERAGE UNIT,-27.0000,900.0000,,""24,197.88"",USD"
TSLA,PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
"01/26/22 01/25/22 PURCHASED,PUT 100 INVESCO QQQ TR UNIT SER 1 EXP 02-11-22,26.0000,1.9800,,""-5,250.56"",USD"
99QAXYDLC,@305 OPENING TRANSACTION UNSOLICITED ORDER,,,,,
,EXCHANGE LISTED OPTION AVERAGE UNIT PRICE,,,,,
"01/27/22 01/25/22 SOLD,BARCLAYS BK PLC IPATH SER S&P 500 VIX SHORT,""-1,738.0000"",23.6400,,""40,984.11"",USD"
VXX,TERM FUTURES ETN NEW UNSOLICITED ORDER,,,,,
,AVERAGE UNIT PRICE TRANSACTION YOUR BROKER,,,,,
,ACTED AS AGENT,,,,,
"01/27/22 01/25/22 PURCHASED,MICROSOFT CORP COM UNSOLICITED ORDER,170.0000,291.7200,,""-49,694.40"",USD"
MSFT,AVERAGE UNIT PRICE TRANSACTION YOUR BROKER,,,,,
,ACTED AS AGENT,,,,,
"01/27/22 01/25/22 SOLD,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,-139.0000,20.0813,,""2,689.29"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"01/27/22 01/26/22 PURCHASED,PUT 100 TESLA INC EXP 02-11-22 @890 CLOSING,2.0000,52.7000,,""-10,642.04"",USD"
99QAXX0P5,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"01/27/22 01/26/22 PURCHASED,PUT 100 INVESCO QQQ TR UNIT SER 1 EXP 02-11-22,13.0000,2.4100,,""-3,235.28"",USD"
99QAXYDLC,@305 OPENING TRANSACTION UNSOLICITED ORDER,,,,,
,EXCHANGE LISTED OPTION AVERAGE UNIT PRICE,,,,,
"01/27/22 01/26/22 PURCHASED,PUT 100 INVESCO QQQ TR UNIT SER 1 EXP 02-11-22,13.0000,1.6100,,""-2,193.28"",USD"
99QAXYDLC,@305 OPENING TRANSACTION UNSOLICITED ORDER,,,,,
,EXCHANGE LISTED OPTION AVERAGE UNIT PRICE,,,,,
"01/28/22 01/27/22 PURCHASED,CALL 100 PROSHARES TR ULTRASHORT QQQ ETF,50.0000,1.8800,,""-9,553.07"",USD"
99QAXTNMO,NEW 2020 EXP 02-18-22@20.000 OPTION ROOT=,,,,,
,QID OPENING TRANSACTION UNSOLICITED ORDER,,,,,
,EXCHANGE LISTED,,,,,
"01/28/22 01/27/22 SOLD SHORT,CALL 100 APPLE INC COM EXP 02-04-22@165.000,-16.0000,2.2500,,""3,497.64"",USD"
99QAXVM33,OPTION ROOT= AAPL OPENING TRANSACTION,,,,,
,UNSOLICITED ORDER EXCHANGE LISTED OPTION,,,,,
"01/31/22 01/27/22 SOLD,MICROSOFT CORP COM UNSOLICITED ORDER,-170.0000,299.8400,,""50,870.54"",USD"
MSFT,AVERAGE UNIT PRICE TRANSACTION YOUR BROKER,,,,,
,ACTED AS AGENT,,,,,
"01/31/22 01/27/22 SOLD,NETFLIX INC COM UNSOLICITED ORDER AVERAGE,-55.0000,391.4600,,""21,428.19"",USD"
NFLX,UNIT PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
01/31/22 YOUR OPTION EXPIRED,TSLA 01282022 C 1250 CORPORATE ACTIONS -,2.0000,,,0.00,USD
99QAXQWYN,,,,,,
"02/01/22 01/28/22 SOLD,TESLA INC COM UNSOLICITED ORDER AVERAGE UNIT,-61.0000,822.5311,,""50,072.14"",USD"
TSLA,PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
02/03/22 WIRED FUNDS FEE,WIRED FUNDS FEE ACCT T14-002611 RR: 118,,,,-50.00,USD
USD999997,,,,,,
"02/03/22 FEDERAL FUNDS SENT,""BANK OF AMERICA, N.A"",,,,""-6,000.00"",USD"
USD999997,,,,,,
"02/04/22 02/02/22 PURCHASED,SPOTIFY TECHNOLOGY SA REGISTERED SHS,90.0000,162.0878,,""-14,689.90"",USD"
SPOT,ISIN#LU1778762911 UNSOLICITED ORDER AVERAGE,,,,,
,UNIT PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
"02/04/22 02/02/22 PURCHASED,META PLATFORMS INC CL A UNSOLICITED ORDER,100.0000,249.9900,,""-25,101.00"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
02/04/22 02/03/22 CORRECTED PURCHASE,CALL 100 ADVANCED MICRO DEVICES INC COM EXP,10.0000,0.0400,,-43.29,USD
99QAXXGHL,02-11-22@165.000 OPTION ROOT= AMD OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"02/04/22 02/03/22 PURCHASED,CALL 100 TESLA INC EXP 02-11-22 @1060 CLOSING,4.0000,2.6300,,""-1,154.12"",USD"
99QAXX0N2,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"02/04/22 02/03/22 PURCHASED,PUT 100 TESLA INC EXP 02-11-22 @890 CLOSING,2.0000,24.3000,,""-4,962.06"",USD"
99QAXX0P5,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"02/04/22 02/03/22 PURCHASED,PUT 100 ADVANCED MICRO DEVICES INC COM EXP,10.0000,2.1100,,""-2,212.29"",USD"
99QAXX49V,02-11-22@115.000 OPTION ROOT= AMD CLOSING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
02/04/22 02/03/22 CORRECTED PURCHASE,CALL 100 TESLA INC EXP 02-11-22 @1390 OPENING,4.0000,0.1100,,-47.12,USD
99QAXYF4S,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"02/04/22 02/03/22 SOLD SHORT,PUT 100 TESLA INC EXP 03-04-22 @880 OPENING,-2.0000,50.1500,,""9,927.88"",USD"
99QAX1TS5,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
02/04/22 YOUR OPTION ASSIGNED,CALL 100 APPLE INC COM EXP 02-04-22@165.000,16.0000,,,0.00,USD
99QAXVM33,OPTION ROOT= AAPL AAPL-33 CLOSING,,,,,
,TRANSACTION,,,,,
"02/07/22 02/03/22 CORRECTED SELL,APPLE INC COM ACCT OPT ASSIGNED UNSOLICITED,""-1,600.0000"",165.0000,,""263,896.65"",USD"
AAPL,ORDER CORRECTED CONFIRM,,,,,
"02/07/22 02/03/22 SOLD,PETROLEO BRASILEIRO SA PETROBRAS SPONSORED,""-8,000.0000"",13.3102,,""106,239.06"",USD"
PBR,ADR UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
02/07/22 YOUR OPTION EXPIRED,AAPL 02042022 P 165 CORPORATE ACTIONS -,16.0000,,,0.00,USD
99QAXVM42,,,,,,
"02/08/22 02/04/22 CORRECTED PURCHASE,APPLE INC COM UNSOLICITED ORDER AVERAGE UNIT,""1,600.0000"",170.3871,,""-272,721.36"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"02/08/22 02/04/22 PURCHASED,META PLATFORMS INC CL A UNSOLICITED ORDER,107.0000,232.9250,,""-25,024.98"",USD"
FB,AVERAGE UNIT PRICE TRANSACTION YOUR BROKER,,,,,
,ACTED AS AGENT,,,,,
"02/08/22 CASH DIVIDEND CHARGED,APPLE INC COM 1600.0000 SHRS RD 02/07PD,""1,600.0000"",,,-352.00,USD"
AAPL,02/10,,,,,
02/14/22 YOUR OPTION EXPIRED,AMD 02112022 C 165 C REDIT ACCOUNT,-10.0000,,,0.00,USD
99QAXXGHL,,,,,,
02/14/22 YOUR OPTION EXERCISED,PUT 100 TESLA INC EXP 02-11-22 @955 TSLA-QI,-2.0000,,,0.00,USD
99QAXX0QI,CLOSING TRANSACTION,,,,,
02/14/22 YOUR OPTION ASSIGNED,PUT 100 TESLA INC EXP 02-11-22 @1085 TSLA-Q8,2.0000,,,0.00,USD
99QAXX0Q8,CLOSING TRANSACTION,,,,,
02/14/22 YOUR OPTION EXPIRED,QQQ 02112022 P 305 C REDIT ACCOUNT,-52.0000,,,0.00,USD
99QAXYDLC,,,,,,
02/14/22 YOUR OPTION EXPIRED,TSLA 02112022 C 1390 CREDIT ACCOUNT,-4.0000,,,0.00,USD
99QAXYF4S,,,,,,
02/14/22 YOUR OPTION EXPIRED,AMD 02112022 C 134 C ORPORATE ACTIONS -,10.0000,,,0.00,USD
99QAXYXGJ,,,,,,
"02/15/22 02/11/22 CORRECTED PURCHASE,TESLA INC COM ACCT OPT ASSIGNED UNSOLICITED,200.0000,""1,085.0000"",,""-217,102.00"",USD"
TSLA,ORDER CORRECTED CONFIRM,,,,,
"02/15/22 02/11/22 CORRECTED SELL,TESLA INC COM ACCT OPT EXERCISED UNSOLICITED,-200.0000,955.0000,,""190,897.02"",USD"
TSLA,ORDER CORRECTED CONFIRM,,,,,
"02/16/22 02/14/22 PURCHASED,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,""2,510.0000"",19.9000,,""-50,051.00"",USD"
QID,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"02/22/22 02/18/22 PURCHASED,CALL 100 VALE S A ADR ISIN#US91912E1055 EXP,100.0000,1.0900,,""-11,204.92"",USD"
99QAWEGSV,03-18-22@16.000 OPTION ROOT= VALE CLOSING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"02/22/22 02/18/22 SOLD,CALL 100 PROSHARES TR ULTRASHORT QQQ ETF,-50.0000,0.4500,,""2,096.52"",USD"
99QAXTNMO,NEW 2020 EXP 02-18-22@20.000 OPTION ROOT=,,,,,
,QID CLOSING TRANSACTION UNSOLICITED ORDER,,,,,
,EXCHANGE LISTED,,,,,
02/22/22 YOUR OPTION EXPIRED,PUT 100 PETROLEO BRASILEIRO SA PETROBRAS,-160.0000,,,0.00,USD
99QAXIBMT,SPONSORED ADR EXP 02-18-22@11.000 OPTION,,,,,
,ROOT= PBR PBR CLOSING TRANSACTION,,,,,
"02/25/22 02/24/22 PURCHASED,PUT 100 INVESCO QQQ TR UNIT SER 1 EXP 03-18-22,25.0000,2.0100,,""-5,127.73"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"02/28/22 02/24/22 PURCHASED,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,""1,112.0000"",22.4597,,""-25,077.19"",USD"
QID,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"02/28/22 02/24/22 PURCHASED,TEUCRIUM COMMODITY TR WHEAT FD,""2,840.0000"",8.8146,,""-25,135.46"",USD"
WEAT,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"03/01/22 02/25/22 SOLD,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,""-2,510.0000"",20.1515,,""50,478.01"",USD"
QID,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"03/01/22 02/28/22 SOLD SHORT,CALL 100 ADVANCED MICRO DEVICES INC COM EXP,-6.0000,1.8400,,""1,001.82"",USD"
99QAYHHQF,04-08-22@145.000 OPTION ROOT= AMD OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/01/22 02/28/22 SOLD SHORT,CALL 100 AMAZON COM INC EXP 04-08-22,-1.0000,22.6000,,""2,157.95"",USD"
99QAYHHZ1,@3400.000 OPTION ROOT= AMZN OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/01/22 02/28/22 SOLD SHORT,CALL 100 TESLA INC EXP 04-08-22 @1060 OPENING,-3.0000,12.6500,,""3,692.89"",USD"
99QAYIR8Q,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
03/01/22 WIRED FUNDS FEE,WIRED FUNDS FEE ACCT T14-002611 RR: 118,,,,-50.00,USD
USD999997,,,,,,
"03/01/22 FEDERAL FUNDS SENT,""BANK OF AMERICA, N.A"",,,,""-6,000.00"",USD"
USD999997,,,,,,
03/01/22 CASH DIVIDEND RECEIVED,200 SHRS VISA INC COM CL A RD 02/11 PD 03/01/22,,,,75.00,USD
V,,,,,,
03/01/22 NON-RESIDENT ALIEN TAX,NRA TAX WITHHELD ON 200 SHRS VISA INC COM CL,,,,-22.50,USD
V,A RD 02/11 PD 03/01/22,,,,,
"03/02/22 02/28/22 SOLD SHORT,SPDR S&P 500 ETF TR TR UNIT SHORT SALE,-173.0000,433.9742,,""74,975.16"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"03/02/22 03/01/22 SOLD SHORT,PUT 100 PETROLEO BRASILEIRO SA PETROBRAS,-100.0000,0.6500,,""6,195.04"",USD"
99QAWOT8I,SPONSORED ADR EXP 04-14-22@13.000 OPTION,,,,,
,ROOT= PBR OPENING TRANSACTION UNSOLICITED,,,,,
,ORDER,,,,,
"03/02/22 03/01/22 SOLD SHORT,CALL 100 VALE S A ADR ISIN#US91912E1055 EXP,-100.0000,0.2000,,""1,695.06"",USD"
99QAYFWG6,04-14-22@22.000 OPTION ROOT= VALE OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/03/22 03/01/22 SOLD,PETROLEO BRASILEIRO SA PETROBRAS SPONSORED,""-7,980.0000"",15.0200,,""119,617.59"",USD"
PBR,ADR UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"03/03/22 03/01/22 PURCHASED,TESLA INC COM UNSOLICITED ORDER AVERAGE UNIT,28.0000,870.0000,,""-24,462.00"",USD"
TSLA,PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
"03/04/22 03/02/22 SOLD,TEUCRIUM COMMODITY TR WHEAT FD,""-2,840.0000"",9.7008,,""27,448.13"",USD"
WEAT,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"03/07/22 03/04/22 PURCHASED,PUT 100 TESLA INC EXP 03-04-22 @880 CLOSING,2.0000,41.1500,,""-8,332.06"",USD"
99QAX1TS5,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"03/07/22 03/04/22 SOLD SHORT,PUT 100 TESLA INC EXP 04-08-22 @880 OPENING,-2.0000,88.8750,,""17,672.84"",USD"
99QAYH9AD,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"03/08/22 03/07/22 PURCHASED,PUT 100 SELECT SECTOR SPDR TR ENERGY EXP,8.0000,3.3000,,""-2,742.23"",USD"
99QAYAJT5,03-25-22@75.000 OPTION ROOT= XLE OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/09/22 03/07/22 PURCHASED,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,""1,200.0000"",20.7700,,""-25,026.00"",USD"
QID,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"03/10/22 03/08/22 SOLD,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,""-3,959.0000"",21.3200,,""84,284.68"",USD"
QID,UNSOLICITED ORDER AVERAGE UNIT PRICE,,,,,
,TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"03/10/22 03/08/22 PURCHASED,PROSHARES TR ULTRASHORT QQQ ETF NEW 2020,560.0000,22.3297,,""-12,606.63"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"03/10/22 03/09/22 SOLD,PUT 100 SELECT SECTOR SPDR TR ENERGY EXP,-8.0000,3.6500,,""2,817.75"",USD"
99QAYAJT5,03-25-22@75.000 OPTION ROOT= XLE CLOSING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
03/11/22 03/10/22 SOLD SHORT,CALL 100 ADVANCED MICRO DEVICES INC COM EXP,-6.0000,1.4400,,761.82,USD
99QAWMZMS,04-14-22@125.000 OPTION ROOT= AMD OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/11/22 03/10/22 SOLD SHORT,CALL 100 VALE S A ADR ISIN#US91912E1055 EXP,-100.0000,0.5300,,""4,995.05"",USD"
99QAW9OS5,06-17-22@23.000 OPTION ROOT= VALE OPENING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/11/22 03/10/22 SOLD SHORT,CALL 100 TESLA INC EXP 04-14-22 @1015 OPENING,-3.0000,9.5000,,""2,747.89"",USD"
99QAYFSLE,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE TRANSACTION,,,,,
"03/11/22 03/10/22 PURCHASED,CALL 100 VALE S A ADR ISIN#US91912E1055 EXP,100.0000,0.2400,,""-2,704.92"",USD"
99QAYFWG6,04-14-22@22.000 OPTION ROOT= VALE CLOSING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
03/11/22 03/10/22 PURCHASED,CALL 100 ADVANCED MICRO DEVICES INC COM EXP,6.0000,0.2100,,-228.17,USD
99QAYHHQF,04-08-22@145.000 OPTION ROOT= AMD CLOSING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/11/22 03/10/22 PURCHASED,CALL 100 AMAZON COM INC EXP 04-08-22,1.0000,10.5000,,""-1,152.03"",USD"
99QAYHHZ1,@3400.000 OPTION ROOT= AMZN CLOSING,,,,,
,TRANSACTION UNSOLICITED ORDER EXCHANGE,,,,,
,LISTED,,,,,
"03/11/22 03/10/22 PURCHASED,CALL 100 TESLA INC EXP 04-08-22 @1060 CLOSING,3.0000,4.3000,,""-1,392.09"",USD"
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"03/11/22 03/10/22 SOLD SHORT,CALL 100 AMAZON COM INC EXP 04-22-22,-1.0000,17.0500,,""1,602.96"",USD"
