"05/02/19 04/30/19 SOLD,TWITTER INC COM AVERAGE UNIT PRICE TRANSACTION,""-2,470.000"",40.2178,,""99,233.91"",USD"
TWTR,YOUR BROKER ACTED AS AGENT,,,,,
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"05/03/19 05/02/19 PURCHASED,PUT 100 APPLE INC COM EXP 05-24-19@207.500 OPTION,31.000,2.7400,,""-8,597.20"",USD"
99QAPKHRV,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/03/19 05/02/19 PURCHASED,PUT 100 NETFLIX INC COM EXP 05-24-19@377.500,5.000,9.0500,,""-4,627.19"",USD"
99QAPK0HG,OPTION ROOT= NFLX OPENING TRANSACTION EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE,,,,,
"05/06/19 05/02/19 PURCHASED,ALPHABET INC CL A AVERAGE UNIT PRICE TRANSACTION,42.000,""1,164.0100"",,""-48,990.42"",USD"
GOOGL,YOUR BROKER ACTED AS AGENT,,,,,
"05/07/19 05/06/19 PURCHASED,PUT 100 APPLE INC COM EXP 05-24-19@205.000 OPTION,31.000,2.9700,,""-9,310.20"",USD"
99QAPKHRU,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/07/19 05/06/19 SOLD,PUT 100 APPLE INC COM EXP 05-24-19@207.500 OPTION,-31.000,4.0000,,""12,296.54"",USD"
99QAPKHRV,ROOT= AAPL CLOSING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/08/19 05/06/19 PURCHASED,APPLE INC COM AVERAGE UNIT PRICE TRANSACTION,20.000,208.2100,,""-4,266.20"",USD"
AAPL,YOUR BROKER ACTED AS AGENT,,,,,
"05/08/19 05/06/19 PURCHASED,DIREXION SHS ETF TR DIREXION DAILY BRAZIL BULL 3X,""2,600.000"",26.5000,,""-69,032.00"",USD"
BRZU,SHS NEW AVERAGE UNIT PRICE TRANSACTION YOUR,,,,,
,BROKER ACTED AS AGENT,,,,,
"05/08/19 05/07/19 PURCHASED,PUT 100 APPLE INC COM EXP 05-24-19@200.000 OPTION,31.000,4.6000,,""-14,363.20"",USD"
99QAPKHRS,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/08/19 05/07/19 SOLD,PUT 100 APPLE INC COM EXP 05-24-19@205.000 OPTION,-31.000,7.0600,,""21,782.34"",USD"
99QAPKHRU,ROOT= AAPL CLOSING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/09/19 05/07/19 PURCHASED,APPLE INC COM AVERAGE UNIT PRICE TRANSACTION,62.000,201.4100,,""-12,589.42"",USD"
AAPL,YOUR BROKER ACTED AS AGENT,,,,,
"05/09/19 05/07/19 PURCHASED,SOFTBANK CORP ADR ISIN#US83404D1090 AVERAGE,400.000,51.2700,,""-20,610.00"",USD"
SFTBY,UNIT PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"05/13/19 05/10/19 SOLD,PUT 100 APPLE INC COM EXP 05-24-19@200.000 OPTION,-31.000,8.5500,,""26,401.25"",USD"
99QAPKHRS,ROOT= AAPL CLOSING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/13/19 05/10/19 PURCHASED,PUT 100 APPLE INC COM EXP 05-31-19@192.500 OPTION,31.000,5.1000,,""-15,913.20"",USD"
99QAPLQBC,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
05/13/19 YOUR OPTION EXPIRED,AAPL 05102019 P 190 CREDIT ACCOUNT,-31.000,,,0.00,USD
99QAPJCJ7,,,,,,
"05/14/19 05/10/19 PURCHASED,APPLE INC COM AVERAGE UNIT PRICE TRANSACTION,65.000,193.7300,,""-12,694.45"",USD"
AAPL,YOUR BROKER ACTED AS AGENT,,,,,
"05/14/19 05/13/19 PURCHASED,PUT 100 APPLE INC COM EXP 05-31-19@187.500 OPTION,31.000,5.7500,,""-17,928.20"",USD"
99QAPLQBA,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/14/19 05/13/19 SOLD,PUT 100 APPLE INC COM EXP 05-31-19@192.500 OPTION,-31.000,8.1500,,""25,161.27"",USD"
99QAPLQBC,ROOT= AAPL CLOSING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"05/15/19 05/13/19 PURCHASED,APPLE INC COM AVERAGE UNIT PRICE TRANSACTION,50.000,187.4000,,""-9,472.00"",USD"
AAPL,YOUR BROKER ACTED AS AGENT,,,,,
"05/16/19 CASH DIVIDEND RECEIVED,3197 SHRS APPLE INC COM RD 05/13 PD 05/16/19,,,,""2,461.69"",USD"
AAPL,,,,,,
05/16/19 NON-RESIDENT ALIEN TAX,NRA TAX WITHHELD ON 3197 SHRS APPLE INC COM RD,,,,-738.51,USD
AAPL,05/13 PD 05/16/19,,,,,
"05/20/19 05/17/19 PURCHASED,CALL 100 CBOE VOLATILITY INDEX - VX OPTION EXP,70.000,2.2000,,""-15,614.72"",USD"
99QAPIP6K,09-18-19@18.000 OPTION ROOT= VIX OPENING,,,,,
,TRANSACTION EXCHANGE LISTED OPTION,,,,,
"05/20/19 05/19/19 INT. CHARGED ON DEBIT,MARGIN INTEREST FOR 30 DEBIT DAYS AV BAL,,,,""-3,386.22"",USD"
BALANCES,902984.33 RATE  4.500 04-20-19 TO 05-19-19 DEBIT BAL,,,,,
USD999997,05-19-19 WAS832669.95,,,,,
"05/23/19 FOREIGN BOND INTEREST,70000 PETROBRAS GLOBAL FIN BV GTD GLOBAL NT,,,,""3,062.50"",USD"
71647NAQ2,ISIN#US71647NAQ25 8.750% 05/23/26 B/E DTD 05/23/16,,,,,
,RD 05/22 PD 05/23/19,,,,,
"05/28/19 05/24/19 SOLD,PUT 100 NETFLIX INC COM EXP 05-24-19@377.500,-5.000,21.5500,,""10,672.58"",USD"
99QAPK0HG,OPTION ROOT= NFLX CLOSING TRANSACTION EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE,,,,,
"05/28/19 05/24/19 PURCHASED,PUT 100 NETFLIX INC COM EXP 06-14-19@352.500,5.000,9.3500,,""-4,777.19"",USD"
99QAPS50Y,OPTION ROOT= NFLX OPENING TRANSACTION EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE,,,,,
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
06/03/19 YOUR OPTION EXERCISED,PUT 100 APPLE INC COM EXP 05-31-19@187.500 OPTION,-31.000,,,0.00,USD
99QAPLQBA,ROOT= AAPL AAPL-BA CLOSING TRANSACTION,,,,,
"06/04/19 05/31/19 SOLD,APPLE INC COM ACCT OPT EXERCISED,""-3,100.000"",187.5000,,""581,235.96"",USD"
AAPL,,,,,,
"06/04/19 YOUR SHORT POSITION HAS,FACEBOOK INC CL A COVER SHORT POSITION TRANSFER,""-3,000.000"",,,0.00,USD"
BEEN COVERED PER YOUR,TO SHORT,,,,,
REQUEST,,,,,,
FB,,,,,,
"06/04/19 YOUR SHORT POSITION HAS,FACEBOOK INC CL A COVER SHORT POSITION TRANSFER,""3,000.000"",,,0.00,USD"
BEEN COVERED PER YOUR,FROM MARGI N,,,,,
REQUEST,,,,,,
FB,,,,,,
"06/12/19 06/11/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 06-21-19@187.500 OPTION,-31.000,1.4200,,""4,298.70"",USD"
99QAPT50A,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"06/12/19 FOREIGN BOND INTEREST,600000 ITAU UNIBANCO HOLDING S A,,,,""18,375.00"",USD"
P5R6DPAA8,ISIN#USP5R6DPAA84 6.125% 12/12/88 B/E DTD 12/12/17,,,,,
,CLB RD 06/11 PD 06/12/19,,,,,
"06/17/19 06/14/19 SOLD,PUT 100 NETFLIX INC COM EXP 06-14-19@352.500,-5.000,12.6000,,""6,197.67"",USD"
99QAPS50Y,OPTION ROOT= NFLX CLOSING TRANSACTION EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE,,,,,
"06/17/19 06/14/19 PURCHASED,PUT 100 DIREXION SHS ETF TR DIREXION DAILY BRAZIL,34.000,2.7450,,""-9,438.32"",USD"
99QAPWTGG,BULL 3X SHS NEW EXP 07-05-19@29.000 OPTION ROOT=,,,,,
,BRZU OPENING TRANSACTION EXCHANGE LISTED,,,,,
"06/17/19 06/14/19 PURCHASED,PUT 100 NETFLIX INC COM EXP 07-05-19@340.000,5.000,11.2000,,""-5,702.19"",USD"
99QAPW56O,OPTION ROOT= NFLX OPENING TRANSACTION EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE,,,,,
"06/17/19 06/14/19 PURCHASED,PUT 100 PETROLEO BRASILEIRO SA PETROBRAS,130.000,0.3800,,""-5,337.04"",USD"
99QAPW7Z0,SPONSORED ADR EXP 07-05-19@15.000 OPTION ROOT=,,,,,
,PBR OPENING TRANSACTION EXCHANGE LISTED,,,,,
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"06/17/19 06/14/19 PURCHASED,PUT 100 VALE S A ADR ISIN#US91912E1055 EXP,201.000,0.3800,,""-8,250.80"",USD"
99QAPXELA,07-05-19@13.000 OPTION ROOT= VALE OPENING,,,,,
,TRANSACTION EXCHANGE LISTED OPTION AVERAGE UNIT,,,,,
,PRICE,,,,,
"06/20/19 06/19/19 INT. CHARGED ON DEBIT,MARGIN INTEREST FOR 16 DEBIT DAYS AV BAL,,,,""-1,585.34"",USD"
BALANCES,792659.54 RATE  4.500 05-20-19 TO 06-04-19,,,,,
USD999997,,,,,,
06/24/19 06/21/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 06-28-19@190.000 OPTION,-31.000,0.3500,,981.77,USD
99QAPSOJO,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
06/24/19 YOUR OPTION EXPIRED,PUT 100 APPLE INC COM EXP 06-21-19@187.500 OPTION,31.000,,,0.00,USD
99QAPT50A,ROOT= AAPL AAPL CLOSING TRANSACTION,,,,,
07/01/19 YOUR OPTION EXPIRED,AAPL 06282019 P 190 CORPORATE ACTIONS -,31.000,,,0.00,USD
99QAPSOJO,,,,,,
07/02/19 CASH DIVIDEND RECEIVED,3400 SHRS DIREXION SHS ETF TR DIREXION DAILY,,,,668.37,USD
BRZU,BRAZIL BULL 3X SHS NEW RD 06/26 PD 07/02/19,,,,,
07/02/19 NON-RESIDENT ALIEN TAX,NRA TAX WITHHELD ON 3400 SHRS DIREXION SHS ETF,,,,-200.51,USD
BRZU,TR DIREXION DAILY BRAZIL BULL 3X SHS NEW RD 06/26,,,,,
,PD 07/02/19,,,,,
07/02/19 CASH DIVIDEND RECEIVED,2350 SHRS PROSHARES TR ULTRASHORT QQQ ETF NEW,,,,486.36,USD
QID,RD 06/26 PD 07/02/19,,,,,
07/02/19 NON-RESIDENT ALIEN TAX,NRA TAX WITHHELD ON 2350 SHRS PROSHARES TR,,,,-145.91,USD
QID,ULTRASHORT QQQ ETF NEW RD 06/26 PD 07/02/19,,,,,
"07/02/19 CASH DIVIDEND RECEIVED,9000 SHRS PROSHARES TR SHORT S&P 500 NEW RD,,,,""1,138.46"",USD"
SH,06/26 PD 07/02/19,,,,,
07/02/19 NON-RESIDENT ALIEN TAX,NRA TAX WITHHELD ON 9000 SHRS PROSHARES TR,,,,-341.54,USD
SH,SHORT S&P 500 NEW RD 06/26 PD 07/02/19,,,,,
07/03/19 CASH DIVIDEND RECEIVED,800 SHRS ETF MANAGERS TR ETFMG ALTERNATIVE,,,,144.00,USD
MJ,HARVEST ETF RD 07/01 PD 07/03/19,,,,,
07/03/19 NON-RESIDENT ALIEN TAX,NRA TAX WITHHELD ON 800 SHRS ETF MANAGERS TR,,,,-43.20,USD
MJ,ETFMG ALTERNATIVE HARVEST ETF RD 07/01 PD,,,,,
,07/03/19,,,,,
07/08/19 YOUR OPTION EXPIRED,BRZU 07052019 P 29 C REDIT ACCOUNT,-34.000,,,0.00,USD
99QAPWTGG,,,,,,
07/08/19 YOUR OPTION EXPIRED,NFLX 07052019 P 340 CREDIT ACCOUNT,-5.000,,,0.00,USD
99QAPW56O,,,,,,
07/08/19 YOUR OPTION EXPIRED,PBR 07052019 P 15 CR EDIT ACCOUNT,-130.000,,,0.00,USD
99QAPW7Z0,,,,,,
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
07/08/19 YOUR OPTION EXPIRED,VALE 07052019 P 13 C REDIT ACCOUNT,-201.000,,,0.00,USD
99QAPXELA,,,,,,
"07/09/19 07/08/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 07-12-19@197.500 OPTION,-31.000,1.2300,,""3,709.72"",USD"
99QAPXX9F,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"07/11/19 07/10/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 07-19-19@200.000 OPTION,-31.000,1.3100,,""3,957.71"",USD"
99QAOM2R9,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
07/11/19 07/10/19 PURCHASED,PUT 100 APPLE INC COM EXP 07-12-19@197.500 OPTION,31.000,0.1400,,-537.20,USD
99QAPXX9F,ROOT= AAPL CLOSING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"07/12/19 07/10/19 PURCHASED,CHEWY INC CL A AVERAGE UNIT PRICE TRANSACTION,500.000,33.1634,,""-16,683.70"",USD"
CHWY,YOUR BROKER ACTED AS AGENT,,,,,
"07/12/19 07/10/19 PURCHASED,ETF MANAGERS TR ETFMG ALTERNATIVE HARVEST ETF,600.000,31.2200,,""-18,834.00"",USD"
MJ,AVERAGE UNIT PRICE TRANSACTION YOUR BROKER,,,,,
,ACTED AS AGENT,,,,,
"07/12/19 07/11/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 07-19-19@197.500 OPTION,-31.000,0.7600,,""2,252.75"",USD"
99QAP1YES,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
07/15/19 STOCK SPLIT RECEIVED,400 SHRS SOFTBANK CORP ADR ISIN#US83404D1090 RD,400.000,,,0.00,USD
SFTBY,07/03 PD 07/15/19,,,,,
07/16/19 FOREIGN SECURITY DIVIDEND,13000 SHRS PETROLEO BRASILEIRO SA PETROBRAS,,,,677.83,USD
RECEIVED,SPONSORED ADR RD 05/23 PD 07/15/19,,,,,
PBR,,,,,,
07/16/19 FEE ON FOREIGN DIVIDEND,13000 SHRS PETROLEO BRASILEIRO SA PETROBRAS,,,,-69.13,USD
WITHHELD AT THE SOURCE,SPONSORED ADR RD 05/23 PD 07/15/19,,,,,
PBR,,,,,,
07/16/19 FOREIGN TAX WITHHELD AT,13000 SHRS PETROLEO BRASILEIRO SA PETROBRAS,,,,-101.69,USD
THE SOURCE,SPONSORED ADR RD 05/23 PD 07/15/19,,,,,
PBR,,,,,,
07/19/19 07/18/19 PURCHASED,PUT 100 APPLE INC COM EXP 07-19-19@200.000 OPTION,31.000,0.1300,,-506.20,USD
99QAOM2R9,ROOT= AAPL CLOSING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
"07/19/19 07/18/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 07-26-19@197.500 OPTION,-31.000,0.4600,,""1,322.77"",USD"
99QAPY6MC,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"07/19/19 07/18/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 07-26-19@200.000 OPTION,-31.000,0.7400,,""2,190.75"",USD"
99QAPY6MD,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
07/19/19 07/18/19 PURCHASED,PUT 100 APPLE INC COM EXP 07-19-19@197.500 OPTION,31.000,0.0800,,-351.20,USD
99QAP1YES,ROOT= AAPL CLOSING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
07/29/19 YOUR OPTION EXPIRED,AAPL 07262019 P 197. 5 CORPORATE ACTIONS -,31.000,,,0.00,USD
99QAPY6MC,,,,,,
07/29/19 YOUR OPTION EXPIRED,AAPL 07262019 P 200 CORPORATE ACTIONS -,31.000,,,0.00,USD
99QAPY6MD,,,,,,
"07/31/19 07/29/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 08-09-19@187.500 OPTION,-62.000,0.5618,,""3,292.67"",USD"
99QAP4PWL,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"07/31/19 07/30/19 PURCHASED,CALL 100 APPLE INC COM EXP 08-02-19@210.000,10.000,4.5300,,""-4,632.39"",USD"
99QAP0IT3,OPTION ROOT= AAPL OPENING TRANSACTION,,,,,
,EXCHANGE LISTED OPTION AVERAGE UNIT PRICE,,,,,
"08/01/19 07/31/19 SOLD,CALL 100 APPLE INC COM EXP 08-02-19@210.000,-10.000,9.0500,,""8,947.42"",USD"
99QAP0IT3,OPTION ROOT= AAPL CLOSING TRANSACTION EXCHANGE,,,,,
,LISTED OPTION AVERAGE UNIT PRICE,,,,,
"08/02/19 08/01/19 SOLD,CALL 100 CBOE VOLATILITY INDEX - VX OPTION EXP,-70.000,2.2000,,""15,185.35"",USD"
99QAPIP6K,09-18-19@18.000 OPTION ROOT= VIX CLOSING,,,,,
,TRANSACTION EXCHANGE LISTED OPTION,,,,,
"08/06/19 08/02/19 SOLD,ALPHABET INC CL A AVERAGE UNIT PRICE TRANSACTION,-42.000,""1,202.6910"",,""50,409.97"",USD"
GOOGL,YOUR BROKER ACTED AS AGENT,,,,,
"08/06/19 08/02/19 SOLD,PROSHARES TR SHORT S&P 500 NEW AVERAGE UNIT,""-9,000.000"",26.7400,,""240,383.01"",USD"
SH,PRICE TRANSACTION YOUR BROKER ACTED AS AGENT,,,,,
"08/06/19 08/02/19 SOLD,SOFTBANK CORP ADR ISIN#US83404D1090 AVERAGE,-400.000,25.5500,,""10,117.78"",USD"
SFTBY,UNIT PRICE TRANSACTION YOUR BROKER ACTED AS,,,,,
,AGENT,,,,,
"08/12/19 08/09/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 08-23-19@185.000 OPTION,-31.000,0.8300,,""2,469.77"",USD"
99QAP5033,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
"08/12/19 08/09/19 SOLD SHORT,PUT 100 APPLE INC COM EXP 08-23-19@187.500 OPTION,-31.000,1.0400,,""3,120.76"",USD"
99QAP5034,ROOT= AAPL OPENING TRANSACTION EXCHANGE LISTED,,,,,
,OPTION AVERAGE UNIT PRICE,,,,,
Transactions in Date Sequence (continued),,,,,,
Process/ Trade/,,,,,,
Settlement Transaction,,,,,,
Date Date Activity Type,Description,Quantity,Price,Accrued Interest,Amount,Currency
08/12/19 YOUR OPTION EXPIRED,AAPL 08092019 P 187. 5 CORPORATE ACTIONS -,62.000,,,0.00,USD
99QAP4PWL,,,,,,
"08/14/19 08/13/19 SOLD SHORT,CALL 100 PETROLEO BRASILEIRO SA PETROBRAS,-260.000,0.4300,,""10,387.91"",USD"
99QALTCSH,SPONSORED ADR EXP 01-17-20@17.000 OPTION ROOT=,,,,,
,PBR OPENING TRANSACTION EXCHANGE LISTED,,,,,
08/14/19 08/13/19 SOLD SHORT,CALL 100 NETFLIX INC COM EXP 09-20-19@375.000,-10.000,0.5300,,427.60,USD
